Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Internet_Access,Tutoring_Sessions,Family_Income,Teacher_Quality,School_Type,Peer_Influence,Physical_Activity,Learning_Disabilities,Parental_Education_Level,Distance_from_Home,Gender,Exam_Score
17,67.0,Medium,NULL,Yes,4,71,Medium,Yes,3,,--,Not Available,Negative,2,No,High School,Moderate,Female,63
28,95.0,Low,Medium,No,8,52,High,Yes,3,High,High,Public,NULL,4,No,College,Near,Male,72
23,90.0,High,Medium,No,5,95,Low,Yes,NULL,Low,Medium,Public,Not Available,2,No,High School,Moderate,Male,69
20,86.0,Low,High,--,Not Available,96,Medium,Yes,1,High,Low,Public,Neutral,2,Yes,High School,Far,Male,66
11,76.0,Medium,Medium,Yes,8,91,Low,Yes,N/A,High,High,Private,Neutral,3,Yes,College,Near,Female,64
12,70.0,Low,Medium,Yes,8,55,Medium,Yes,2,--,High,Public,Negative,4,No,High School,Near,Female,61
22,99.0,Medium,High,Yes,9,95,Medium,Yes,2,Low,Low,Public,Negative,4,Not Available,High School,Near,Male,71
7,92.0,Low,Medium,Yes,4,51,Medium,Yes,0,High,Medium,Public,Positive,Unknown,No,High School,Near,Female,63
26,72.0,Medium,Low,No,7,72,Low,N/A,2,Medium,Low,Public,Neutral,4,No,High School,Near,Female,65
19,,High,Low,Yes,7,75,Medium,Yes,2,High,Medium,Public,Negative,5,No,College,Near,Female,71
39,90.0,High,High,No,--,92,High,Yes,2,Medium,High,Private,Neutral,1,No,High School,Near,Female,78
34,72.0,Medium,High,Yes,9,88,Low,Yes,1,High,Medium,Private,Positive,3,No,Postgraduate,Near,--,73
19,77.0,Low,Medium,No,5,90,Low,Yes,1,Low,High,Private,Neutral,3,No,College,Near,Female,65
19,67.0,Low,Medium,Yes,7,93,High,Yes,0,Medium,Medium,Public,Unknown,4,No,Postgraduate,Near,Male,66
26,64.0,High,Low,Yes,--,74,Low,Yes,3,Medium,High,Not Available,Neutral,2,No,High School,Not Available,Male,66
30,89.0,--,Medium,No,6,89,Medium,Not Available,3,High,Medium,Public,Neutral,3,No,Postgraduate,Moderate,Male,74
10,71.0,Medium,Low,No,10,53,Low,Yes,4,N/A,Medium,Private,Positive,3,No,High School,Near,Female,62
9,93.0,High,Low,Yes,6,72,Unknown,,1,Medium,Medium,Public,Positive,2,No,,Near,Female,66
16,100.0,High,High,No,7,52,Medium,Yes,4,Low,Medium,Public,Negative,4,No,High School,Near,Female,71
23,63.0,NULL,Medium,Yes,5,96,Medium,Yes,2,High,Medium,Public,Neutral,,No,High School,Near,Female,67
23,79.0,High,Low,Yes,7,98,Low,Yes,0,Medium,High,Public,Neutral,4,No,College,Near,Female,69
26,92.0,Medium,High,No,4,54,Medium,Yes,2,Not Available,Medium,Public,Positive,--,No,High School,Moderate,Male,72
13,92.0,High,High,Yes,7,77,,Yes,2,High,Medium,Public,Positive,4,No,Postgraduate,Near,Male,72
6,90.0,Medium,Medium,Yes,9,66,Medium,Yes,2,Medium,NULL,Public,Positive,2,No,High School,Far,Male,65
25,74.0,High,High,No,5,67,High,Yes,--,Medium,Medium,Public,Positive,5,No,Postgraduate,Near,Male,NULL
15,78.0,Medium,Medium,No,5,73,Medium,Yes,0,High,High,NULL,Positive,1,Yes,College,Near,Male,64
8,84.0,Medium,Low,NULL,9,56,Low,Yes,1,Unknown,Unknown,Unknown,Positive,2,No,High School,Moderate,Male,61
,99.0,Medium,Low,Yes,9,59,Low,Yes,1,High,High,Public,Negative,2,No,College,Moderate,Female,N/A
25,73.0,Low,Medium,Yes,NULL,79,Medium,Yes,NULL,,Medium,Private,Neutral,5,No,High School,Moderate,Female,65
19,97.0,Medium,Low,Yes,10,51,High,Yes,3,Low,High,Public,Neutral,4,No,College,Far,Female,69
17,71.0,Medium,Medium,No,8,80,Low,Yes,2,High,Low,,Neutral,3,No,High School,Near,--,64
19,100.0,Medium,Low,Yes,9,66,High,Yes,1,High,Medium,Public,Negative,4,Yes,Postgraduate,Moderate,N/A,69
18,87.0,Medium,Medium,Yes,6,Unknown,Low,Yes,1,Low,Medium,Private,Neutral,4,No,High School,N/A,Female,68
12,79.0,Medium,Low,No,9,80,,Yes,1,High,Medium,Public,Positive,2,No,College,Moderate,Male,63
16,85.0,Low,Medium,No,NULL,85,High,Yes,1,Medium,High,Public,Neutral,2,No,High School,Near,Male,66
23,N/A,Medium,Medium,No,7,56,Low,Yes,1,Medium,,Private,,4,No,,Near,Female,65
22,71.0,High,Medium,Yes,8,63,Medium,Yes,2,Medium,High,Public,Negative,2,No,High School,Moderate,Male,66
21,,Medium,,No,6,100,Unknown,Yes,3,Medium,Medium,--,Neutral,--,No,Postgraduate,Near,Male,67
14,65.0,Medium,High,Yes,5,72,Low,Yes,3,Low,High,Private,Negative,2,No,High School,Near,Male,62
19,74.0,Medium,High,Yes,7,68,Medium,Yes,2,Low,High,Public,Negative,2,Unknown,High School,Near,Female,66
7,91.0,High,Medium,No,7,94,High,No,3,High,Medium,Public,Neutral,3,No,Postgraduate,Moderate,Female,68
21,84.0,Medium,Medium,Yes,6,52,Medium,Yes,2,High,High,NULL,Negative,5,No,High School,Moderate,Male,68
29,64.0,Low,Medium,No,9,77,Medium,Yes,0,Low,NULL,Public,Negative,2,No,High School,Moderate,Female,63
11,94.0,High,Low,Yes,10,61,Medium,Yes,1,Medium,Low,Public,Not Available,3,No,Unknown,Moderate,Male,Not Available
16,84.0,High,Low,No,6,68,Low,No,3,Medium,Medium,Private,Neutral,3,No,,Near,Male,65
22,98.0,High,Medium,Yes,7,60,Medium,Yes,,High,Medium,Public,Positive,1,No,High School,Near,Male,72
28,87.0,Medium,Medium,Not Available,N/A,N/A,Unknown,Yes,4,Low,Low,Private,Neutral,3,--,Postgraduate,Near,Female,70
17,67.0,High,Low,No,10,71,Medium,Yes,1,Medium,Unknown,Public,Positive,3,No,High School,Near,Male,63
16,79.0,Medium,Medium,No,8,89,Medium,Yes,0,Low,High,Private,Neutral,4,No,High School,Near,Male,65
8,86.0,High,Low,Yes,8,98,NULL,Yes,1,Low,Medium,Private,Neutral,1,No,College,Near,Male,65
21,61.0,High,High,No,9,81,Medium,Yes,1,Medium,Medium,Private,Neutral,Unknown,No,Postgraduate,Near,Male,--
32,61.0,High,Medium,Yes,7,69,High,Yes,0,High,Medium,Public,Positive,3,No,High School,Moderate,Female,68
22,65.0,Medium,Low,Yes,7,88,Low,No,2,Medium,Medium,Public,Positive,4,No,College,Near,--,
20,70.0,NULL,Medium,No,9,75,Low,Yes,3,Medium,Medium,Public,Neutral,4,No,College,Moderate,Male,66
22,77.0,Low,Medium,Not Available,8,68,Medium,Yes,3,High,High,Public,Not Available,4,No,High School,Unknown,Male,68
20,79.0,Low,Medium,Yes,6,NULL,Medium,Yes,0,Low,Medium,Unknown,Positive,2,No,High School,Moderate,Male,64
15,NULL,Medium,--,No,--,90,Low,Not Available,2,Medium,Unknown,Public,Negative,3,No,College,Far,Female,62
25,87.0,Medium,Medium,Yes,6,75,Unknown,No,0,Low,Medium,--,Neutral,2,Yes,High School,Near,NULL,67
21,84.0,Low,High,No,9,Unknown,Medium,Yes,Not Available,Low,Medium,Public,Negative,3,No,High School,N/A,Male,67
20,72.0,Medium,Medium,No,9,90,Low,Yes,,Unknown,Medium,Private,Neutral,2,No,Postgraduate,Moderate,Male,65
14,61.0,Low,Medium,Yes,10,71,Medium,No,2,Low,Medium,Public,Neutral,4,No,High School,Near,Unknown,59
28,NULL,Medium,High,Yes,6,87,Low,Yes,0,Low,Medium,Public,Positive,2,No,High School,Moderate,Female,66
24,76.0,High,Low,No,7,73,Medium,Yes,4,Medium,Medium,Public,Neutral,2,No,High School,Near,Female,68
NULL,66.0,High,Medium,No,Not Available,54,Not Available,Yes,2,High,Low,Public,Positive,3,Yes,High School,Near,Female,63
26,75.0,Medium,Low,Unknown,7,76,Medium,Yes,2,NULL,N/A,Public,Not Available,3,No,College,Near,Male,68
17,85.0,High,Low,Yes,8,93,Low,Yes,2,Medium,High,Public,Positive,3,No,College,Far,Female,68
N/A,82.0,Medium,Medium,Yes,7,93,Medium,Yes,3,Low,--,Public,Negative,2,No,High School,Moderate,Female,66
15,Not Available,High,Low,No,N/A,79,Low,Yes,1,Medium,,Private,Positive,2,No,High School,Moderate,Female,63
9,74.0,Medium,Low,No,6,69,Low,Yes,3,Low,Medium,Private,Positive,2,No,,Moderate,Female,61
23,85.0,High,Medium,Yes,8,51,Low,Yes,0,High,Low,Public,Negative,4,No,College,Near,--,68
9,94.0,Not Available,Low,No,6,66,Low,Yes,--,--,High,Public,Positive,3,No,College,Near,Male,66
13,NULL,Medium,High,N/A,4,99,High,Yes,1,High,Medium,Public,Neutral,4,Yes,College,Moderate,Male,69
8,82.0,Medium,High,Yes,Unknown,86,Medium,No,0,Low,Medium,Public,NULL,3,--,Postgraduate,Near,Female,64
19,74.0,Medium,Medium,No,7,,High,Yes,1,High,Medium,Private,,3,No,Postgraduate,Near,Male,68
19,75.0,--,,No,10,88,Low,Yes,0,Low,High,Public,Positive,2,No,High School,Not Available,Female,66
18,95.0,Medium,Medium,--,6,81,Medium,Not Available,0,Low,Medium,Public,Positive,3,Yes,High School,Near,Female,68
14,62.0,NULL,High,Yes,7,79,Low,Not Available,2,Medium,Medium,Unknown,Positive,2,No,High School,Moderate,Female,Not Available
13,100.0,Medium,Low,Yes,8,73,Low,Yes,1,Low,Medium,Public,N/A,3,No,Postgraduate,Near,Male,68
23,87.0,Medium,High,No,6,72,Medium,Yes,1,Low,,Private,Negative,3,No,College,,Unknown,
17,87.0,High,N/A,Yes,6,94,Medium,Unknown,2,Low,Medium,Private,Neutral,3,No,High School,Moderate,Male,70
22,62.0,High,Medium,Yes,7,70,Low,Yes,4,Low,Medium,Public,Negative,2,No,College,Near,Female,65
15,84.0,Low,Medium,Yes,6,92,Medium,Yes,3,Medium,Medium,--,Positive,3,No,College,Near,Female,68
21,79.0,Medium,High,No,N/A,92,Low,Yes,0,Low,Medium,Public,Negative,2,No,Postgraduate,Near,Female,67
28,64.0,Low,Unknown,Yes,6,,Medium,Yes,0,Low,Low,Public,Neutral,4,No,College,Far,Male,64
24,71.0,Low,Medium,No,8,52,Medium,--,2,Medium,Medium,Public,Negative,3,--,College,,Female,63
18,96.0,Medium,Low,Yes,8,57,--,--,1,Medium,Medium,NULL,Negative,2,No,High School,Near,Female,67
22,Not Available,High,Low,No,9,66,Medium,Yes,1,Low,High,Private,Negative,3,No,,Moderate,Male,66
19,77.0,N/A,Low,Yes,9,92,Medium,Yes,2,NULL,Medium,Public,Positive,4,No,High School,Near,Female,67
20,Not Available,Medium,Medium,Yes,6,94,Medium,No,2,Medium,Medium,N/A,Neutral,3,No,High School,N/A,Female,63
18,89.0,Medium,Medium,Yes,6,52,Medium,Yes,3,High,High,Public,Positive,3,No,High School,Moderate,Female,69
19,Unknown,High,Not Available,No,6,66,Medium,Yes,3,Medium,Medium,Public,Positive,2,No,High School,Near,Female,70
21,85.0,High,Medium,Yes,7,93,Medium,Yes,Not Available,High,Medium,Public,Unknown,Not Available,No,High School,Moderate,Male,70
14,80.0,High,Medium,Not Available,6,62,Medium,Yes,0,High,Medium,Private,Negative,2,No,Postgraduate,Near,Male,65
14,77.0,Low,Low,No,7,99,Low,Yes,2,Medium,Medium,Public,Positive,2,No,Postgraduate,Moderate,Female,64
12,84.0,Medium,High,Yes,6,N/A,High,Not Available,1,Medium,High,Public,Negative,3,No,College,Moderate,Female,67
10,69.0,Low,Medium,No,8,97,Medium,Yes,1,Medium,Medium,Private,Negative,Not Available,No,High School,Near,Female,61
13,98.0,Medium,High,Yes,6,71,Medium,Yes,1,Low,,Private,Not Available,1,No,College,Near,Female,70
21,84.0,N/A,Low,No,,66,High,Yes,2,High,Medium,Private,Positive,4,Yes,College,Far,Male,68
15,72.0,Medium,Medium,Yes,8,68,High,Yes,0,Medium,Medium,Public,Positive,2,No,High School,,Female,64
--,78.0,High,Medium,,8,94,Medium,Yes,1,High,Medium,Private,Neutral,2,Yes,High School,Moderate,Male,68
20,92.0,Medium,Low,No,7,67,Low,Not Available,1,Medium,Not Available,Public,Positive,5,No,High School,Near,Unknown,68
8,Not Available,,High,Yes,8,83,Medium,Yes,0,Low,Medium,Private,Positive,4,No,College,,Male,63
24,72.0,Low,Medium,Yes,8,N/A,Low,Yes,1,Low,Medium,Public,Not Available,NULL,No,College,Moderate,Female,65
25,87.0,Low,Medium,Yes,10,Not Available,Medium,Yes,4,Low,Low,Private,Neutral,3,Yes,High School,Near,Female,69
14,73.0,Medium,High,No,Unknown,58,Medium,--,2,Low,--,Public,Negative,2,No,College,Moderate,Male,63
23,92.0,Low,Medium,Yes,10,71,Medium,Yes,1,Low,Medium,Public,Neutral,3,No,College,Near,Male,69
15,65.0,High,Low,N/A,7,56,,No,3,High,Medium,Private,--,3,Yes,High School,Near,Female,Unknown
21,91.0,Low,--,Yes,9,79,Medium,Yes,2,NULL,Medium,Private,N/A,3,No,College,Far,Female,69
12,63.0,High,Medium,,9,70,Low,Yes,1,High,Low,Public,Positive,3,No,College,Near,Female,62
9,61.0,Low,High,Yes,7,53,Medium,Yes,0,Medium,Medium,Public,Positive,2,Yes,Postgraduate,Far,Male,58
18,96.0,Medium,High,Yes,6,92,Medium,Yes,NULL,Medium,Medium,Public,Positive,3,No,High School,Far,Male,Unknown
19,83.0,High,Low,No,6,69,Medium,Yes,5,Medium,Medium,Private,Positive,2,No,Postgraduate,Far,Male,69
18,74.0,High,Medium,No,8,75,High,Yes,1,High,High,Public,Positive,3,No,Postgraduate,Moderate,Male,68
13,69.0,Medium,Low,No,5,70,Medium,Yes,0,Medium,N/A,Private,Negative,2,No,College,Near,Male,61
18,85.0,High,Medium,Yes,6,74,,--,3,Low,Medium,--,Negative,2,No,College,Far,Male,67
22,80.0,Medium,High,Yes,9,51,Medium,Yes,2,Medium,Medium,Public,Negative,3,No,Postgraduate,Near,Male,68
20,100.0,Medium,Medium,Yes,8,91,Medium,Yes,3,Low,Unknown,Public,Positive,3,No,High School,Near,Male,72
21,99.0,High,Low,Yes,4,67,Medium,,1,Medium,Medium,Private,Negative,4,No,College,Near,Female,71
16,85.0,Medium,Medium,Yes,--,86,Low,No,3,Medium,Medium,Public,Positive,2,No,High School,Near,Male,67
27,78.0,Medium,Medium,No,10,53,Medium,Yes,3,Medium,Unknown,Private,,4,,Postgraduate,Moderate,Male,68
13,80.0,Medium,Medium,No,9,Unknown,Medium,--,0,High,Medium,Public,Neutral,2,No,High School,Near,Female,64
23,87.0,Medium,High,No,6,95,High,Yes,3,High,Medium,Private,Positive,0,No,--,Near,Female,73
27,64.0,Low,Medium,Yes,5,70,Medium,Yes,0,Low,High,Public,Positive,4,No,High School,Near,Female,65
23,,Low,High,No,5,60,High,Yes,1,Medium,Medium,Private,Positive,2,No,Postgraduate,Near,Female,67
N/A,63.0,High,Medium,Yes,8,55,Low,Yes,0,Medium,Medium,Private,Positive,4,No,College,Moderate,Female,63
17,63.0,Not Available,Medium,Yes,10,93,Not Available,Yes,0,Low,Medium,Public,Positive,2,Yes,Postgraduate,Near,Female,63
26,68.0,Medium,Not Available,Yes,10,,High,Yes,4,Not Available,--,Public,Not Available,2,No,Postgraduate,Near,Female,69
11,79.0,High,High,Yes,5,99,Medium,Yes,1,High,Low,Public,Positive,3,No,High School,Near,Female,68
14,91.0,Medium,Medium,Yes,7,62,Unknown,Yes,2,Low,High,,Neutral,2,No,College,Near,Male,68
18,79.0,High,High,Yes,--,74,Medium,Yes,3,Low,Medium,Public,NULL,4,No,High School,Near,Male,69
27,73.0,High,High,Yes,7,73,High,Yes,5,High,High,Public,Negative,3,No,High School,Near,Female,73
22,63.0,High,High,Yes,5,53,Not Available,--,3,Low,High,Public,Negative,2,,High School,Near,,66
14,82.0,Medium,Medium,Yes,--,77,Medium,Yes,3,Medium,--,Public,Positive,3,No,College,Near,Female,68
18,71.0,Medium,Medium,No,Not Available,84,N/A,Yes,Unknown,Medium,Low,Public,Neutral,2,No,Postgraduate,Near,Male,65
16,85.0,Medium,Medium,No,8,87,High,Yes,4,Low,Medium,Private,Negative,3,No,High School,Far,Male,67
NULL,99.0,Medium,Medium,No,6,76,Low,Yes,2,Medium,Medium,Private,Positive,4,No,College,Near,Female,70
26,64.0,Medium,High,No,6,91,Medium,--,1,Low,Medium,Private,Neutral,4,No,High School,Moderate,Male,66
--,68.0,--,High,No,--,88,High,Not Available,3,Low,Medium,Public,Negative,3,No,Postgraduate,Moderate,Female,64
30,79.0,Medium,High,No,Unknown,60,Medium,Yes,1,Low,Medium,Public,Neutral,3,No,High School,Unknown,Female,69
25,99.0,Low,Medium,No,10,70,N/A,Yes,Unknown,Medium,Medium,Public,Positive,5,N/A,College,Far,Female,Not Available
27,91.0,Medium,Low,No,8,57,Unknown,Yes,0,Low,Low,Private,Neutral,4,No,Postgraduate,Moderate,Male,68
17,96.0,High,Medium,Unknown,7,57,Not Available,Yes,2,N/A,Medium,Private,Negative,3,No,College,Moderate,Female,68
19,73.0,Low,Medium,NULL,9,86,High,Yes,0,Medium,High,Public,Positive,NULL,No,College,Near,Female,66
11,100.0,Low,High,No,9,77,Medium,Yes,2,Medium,High,Public,Positive,3,No,Postgraduate,Near,Female,70
17,--,Medium,High,No,8,80,Medium,Yes,0,High,High,Public,Positive,Not Available,No,Postgraduate,Near,Female,Not Available
23,62.0,Medium,Low,Yes,5,87,Medium,Yes,1,N/A,Medium,Public,Negative,4,No,High School,Near,Female,63
28,94.0,Low,Medium,Yes,9,64,N/A,Yes,0,Medium,Medium,Public,Neutral,3,No,High School,Moderate,Female,70
13,97.0,Low,Medium,Yes,8,70,Medium,Yes,0,High,Medium,Private,Neutral,2,No,Postgraduate,Moderate,Female,67
18,64.0,Medium,Medium,No,6,80,Medium,Yes,1,Medium,Medium,Public,Positive,5,Yes,High School,Near,Male,63
--,NULL,High,Medium,No,6,55,Medium,Unknown,1,Low,,Public,Positive,3,No,Postgraduate,Moderate,Male,64
12,61.0,Low,N/A,Yes,8,,Medium,Yes,2,High,Medium,Public,Neutral,4,Yes,High School,Moderate,Not Available,Unknown
24,64.0,Medium,Medium,Yes,4,67,,Yes,0,Low,Medium,Public,Not Available,1,No,High School,--,Male,62
16,68.0,Medium,High,No,7,Unknown,High,,2,Low,High,Public,Positive,--,No,High School,Near,,65
19,99.0,Low,Low,No,6,100,Medium,Yes,0,High,Low,Private,Negative,3,No,Postgraduate,Near,Male,69
Unknown,87.0,Medium,High,Yes,6,74,Low,Yes,1,Low,Unknown,Private,Neutral,3,No,College,Moderate,NULL,NULL
15,91.0,Medium,Medium,No,6,61,Medium,No,1,Medium,High,Public,Positive,2,No,NULL,Moderate,Male,66
20,91.0,High,High,Yes,5,61,Low,Yes,4,Low,Medium,Public,Positive,2,No,Postgraduate,Near,Male,72
19,81.0,Medium,Unknown,Yes,9,53,Medium,Yes,2,--,Medium,Public,Positive,3,No,High School,Near,Male,68
18,92.0,Medium,Medium,No,4,88,Medium,Yes,3,High,Medium,Public,Neutral,2,No,High School,Moderate,Male,69
16,84.0,Medium,Medium,No,Not Available,65,Low,Yes,1,High,NULL,Public,Negative,3,No,High School,Not Available,Male,65
22,73.0,--,Medium,Yes,6,59,Low,Yes,0,Low,Medium,Public,Positive,1,No,High School,N/A,Male,65
30,82.0,Low,Medium,Yes,10,Not Available,Low,Yes,2,Low,High,Public,Neutral,4,No,High School,Near,Female,70
21,81.0,Medium,Low,Yes,7,65,High,Yes,1,Medium,Medium,Public,Positive,2,Not Available,College,Moderate,Male,67
26,93.0,High,Medium,No,4,80,Medium,Yes,4,Low,Medium,Private,Positive,3,Yes,College,Near,Male,73
12,99.0,High,Unknown,No,N/A,71,Medium,Yes,2,Medium,Low,Public,,N/A,No,College,Near,Female,70
21,76.0,Medium,Medium,Yes,5,67,Medium,Yes,1,High,Low,Private,Positive,3,No,High School,N/A,Male,66
13,91.0,Medium,Medium,Yes,8,74,Medium,Yes,1,Low,Medium,Private,Positive,1,No,Postgraduate,Near,Male,68
,64.0,Medium,Medium,Yes,8,66,Medium,Yes,2,Low,,Public,Positive,2,No,College,Moderate,Male,61
16,91.0,Medium,High,No,9,94,Low,Yes,0,Not Available,Medium,Public,Positive,3,No,Postgraduate,Near,Male,70
27,75.0,Medium,--,Yes,7,,Low,Yes,2,Medium,Medium,Public,Negative,N/A,No,Postgraduate,Near,Female,66
26,62.0,High,Medium,Yes,8,52,Medium,Yes,4,Low,Medium,Public,Neutral,5,No,College,Near,Male,67
21,75.0,High,High,Not Available,7,70,High,Yes,1,Medium,High,Private,Neutral,3,No,Postgraduate,Near,Female,69
11,84.0,Medium,Low,Yes,6,59,Low,Yes,2,Medium,--,Public,Positive,3,No,High School,Near,Female,64
19,65.0,High,Medium,Yes,9,87,Low,Yes,0,High,High,Public,Positive,2,No,College,NULL,Male,65
22,N/A,High,Medium,Yes,5,68,Low,Yes,7,Medium,High,Private,Negative,5,--,College,Near,Female,75
--,63.0,High,Medium,No,7,63,Medium,Yes,2,Medium,Medium,Public,Neutral,2,No,High School,Far,--,63
9,97.0,High,Medium,NULL,6,68,Low,Yes,5,Medium,Medium,Private,Neutral,Not Available,No,College,Near,Male,69
15,88.0,Medium,High,Yes,8,61,Low,Yes,2,Medium,NULL,Public,Positive,4,--,High School,Near,Male,68
20,73.0,Medium,Low,Yes,6,65,--,Yes,2,High,High,Private,Positive,2,No,College,Unknown,Not Available,66
23,N/A,Low,Medium,Yes,6,78,Low,Yes,2,High,Medium,Public,--,--,No,High School,Moderate,Female,66
7,90.0,Low,Medium,NULL,7,93,Low,Yes,4,NULL,Medium,Public,Neutral,3,No,College,Near,Male,66
19,84.0,NULL,Medium,Yes,9,Unknown,Medium,Yes,2,Medium,Low,Public,,4,No,College,Near,Female,68
21,87.0,Low,Medium,Yes,6,66,Medium,NULL,1,Unknown,Low,Public,Negative,2,No,High School,Moderate,Female,65
25,76.0,Medium,High,No,6,89,High,Yes,3,Low,Medium,Public,Neutral,3,No,College,Near,Male,70
24,80.0,Medium,High,No,5,51,Medium,Yes,3,High,Low,Public,Positive,2,No,Not Available,Near,Female,68
23,100.0,Medium,Medium,No,6,65,N/A,Yes,NULL,Medium,High,Public,Neutral,2,Yes,Unknown,,Female,70
15,69.0,Low,NULL,No,8,73,Unknown,Yes,Unknown,Medium,Medium,Public,Neutral,2,No,High School,Moderate,Male,
9,77.0,Low,Low,No,7,80,Medium,Yes,3,Medium,Medium,Public,Positive,3,Yes,High School,Near,Male,61
18,72.0,Low,High,No,7,58,Low,Yes,6,Low,Medium,Public,Positive,0,No,High School,Moderate,Male,Unknown
26,91.0,Low,Medium,No,10,N/A,Low,Yes,4,High,Medium,Public,Neutral,N/A,N/A,College,Moderate,,71
,91.0,High,Medium,Yes,4,78,Low,Yes,Unknown,Medium,Low,Public,Positive,3,No,--,Unknown,Male,72
24,NULL,Medium,High,Yes,10,76,High,No,1,Low,Medium,Public,Negative,3,No,High School,Near,Male,66
23,63.0,Medium,Medium,Yes,9,79,High,Yes,0,Low,Medium,Private,Negative,4,No,High School,Far,Not Available,63
22,60.0,Low,Low,No,7,83,Medium,No,3,Medium,Medium,Public,Positive,1,No,College,Near,Female,62
,77.0,Medium,Medium,Yes,8,69,Low,Yes,3,High,Medium,Public,Neutral,3,Yes,,Near,Male,65
19,76.0,Medium,Medium,Yes,,53,Medium,Yes,2,Medium,Medium,Public,Positive,5,No,High School,Near,Male,66
30,100.0,Low,High,No,7,53,NULL,Yes,2,Low,High,Private,Neutral,3,No,High School,Moderate,Male,72
14,79.0,High,Medium,Yes,10,93,Medium,Yes,2,Medium,Medium,Public,Not Available,3,No,College,Near,Male,N/A
30,70.0,High,Low,No,--,84,NULL,Yes,2,Medium,Medium,Public,Positive,N/A,No,Postgraduate,Near,Male,70
18,96.0,Medium,Medium,Yes,7,88,Medium,Yes,1,Medium,High,Private,Negative,3,No,High School,Moderate,Female,70
28,80.0,Medium,High,No,6,96,High,Yes,2,Unknown,Medium,Public,Positive,6,No,High School,Near,Male,73
12,84.0,Medium,High,No,6,88,High,No,2,High,High,Public,Positive,2,No,High School,Near,Male,67
24,64.0,Medium,Low,No,6,85,Medium,Yes,3,Medium,Medium,Public,Positive,2,No,Postgraduate,--,--,65
16,75.0,High,Low,Yes,5,83,Medium,Yes,1,N/A,High,Private,Negative,3,Not Available,College,Moderate,Female,65
12,98.0,N/A,Medium,No,7,NULL,Medium,Yes,0,High,Medium,Private,Neutral,3,NULL,High School,Near,Not Available,65
21,84.0,Medium,Medium,Yes,7,98,Medium,Not Available,0,NULL,Medium,Public,Neutral,4,No,College,Near,,70
26,74.0,Medium,Low,NULL,6,77,Medium,Yes,3,Medium,Medium,Private,Negative,2,No,High School,Far,Male,66
15,85.0,Medium,Medium,Yes,4,61,Medium,Yes,0,Medium,Low,Public,Neutral,1,No,College,Near,Male,65
11,Unknown,High,High,No,7,60,Unknown,Yes,2,Low,Medium,Public,Neutral,1,,High School,Near,Male,68
19,71.0,Medium,NULL,Yes,NULL,91,Medium,Yes,3,High,Medium,Public,Negative,1,No,High School,Moderate,Female,Not Available
19,80.0,Low,Medium,Yes,10,63,High,No,1,Medium,Medium,Public,Neutral,2,No,College,Near,,65
23,98.0,Medium,High,Yes,7,52,Low,Yes,2,Low,High,,Positive,4,Yes,High School,Near,Female,71
26,67.0,Low,Medium,Yes,8,71,Medium,Yes,2,High,Medium,Private,Negative,3,No,High School,Near,Male,65
20,89.0,Not Available,Medium,Yes,6,Not Available,High,Yes,0,Medium,Medium,Private,Positive,4,NULL,College,Near,Male,70
31,85.0,Medium,Medium,Yes,9,71,Low,Yes,0,Medium,High,Public,Negative,2,Yes,College,Moderate,Female,69
21,87.0,Medium,Medium,No,6,90,High,Yes,3,High,Medium,Public,Negative,4,No,High School,Near,Male,71
18,74.0,Medium,High,Yes,8,91,Medium,Yes,0,Medium,High,Private,Positive,2,No,Unknown,Near,Female,67
10,73.0,Medium,Medium,Yes,8,93,High,Yes,3,Low,N/A,Public,Positive,2,Yes,,Moderate,Male,64
18,NULL,Low,Low,No,8,Not Available,High,Yes,--,Low,High,Public,--,4,No,N/A,Near,Male,82
